ID	adj.P.Val	P.Value	t	B	logFC	RANGE_GB	RANGE_START	RANGE_END	RANGE_STRAND	GB_ACC	ORF
cg00882832	6.45e-01	4.59e-01	0.742959	-7.236691	0.0062395	NC_000004.10	124537223	124537517	+	NM_005841.1	10252
cg20801056	6.45e-01	4.59e-01	0.742944	-7.236702	0.00105859	NC_000018.8	72971929	72974522	-	NM_001025090.1	4155
cg00568792	6.45e-01	4.59e-01	0.742913	-7.236725	0.00189773	NC_000011.8	124967457	124968616	+	NM_152713.2	3703
cg17393296	6.45e-01	4.59e-01	0.742817	-7.236797	0.00155668	NC_000001.9	59534561	59535543	+	NM_018291.2	55277
cg23047271	6.45e-01	4.59e-01	0.742816	-7.236798	0.02311684					NM_198859.1	166336
cg19038228	6.45e-01	4.59e-01	0.742796	-7.236812	0.00167194	NC_000011.8	67130413	67131376	-	NM_173578.1	283135
cg23922914	6.45e-01	4.59e-01	0.742739	-7.236855	0.00101397	NC_000013.9	94045913	94047495	-	NM_014305.1	23483
cg25241845	6.45e-01	4.59e-01	-0.742639	-7.236929	-0.0006302	NC_000020.9	43952158	43953882	-	NM_080749.2	140825
cg05473175	6.45e-01	4.59e-01	0.742511	-7.237024	0.00742014	NC_000019.8	48835226	48836488	-	NM_145296.1	199731
cg16225429	6.45e-01	4.59e-01	-0.742383	-7.237119	-0.00577794	NC_000003.10	50340197	50340973	-	NM_007275.1	11334
cg15451100	6.45e-01	4.59e-01	-0.742294	-7.237185	-0.00281047	NC_000006.10	32919367	32920736	-	NM_004159.4	5696
cg08890043	6.45e-01	4.59e-01	0.742135	-7.237303	0.00075259	NC_000022.9	49367281	49369175	-	NM_005198.3	1120
cg07567107	6.45e-01	4.59e-01	0.742098	-7.237331	0.00075151	NC_000017.9	55510460	55511664	-	NM_022070.3	63897
cg24879595	6.45e-01	4.59e-01	0.74209	-7.237337	0.00869467	NC_000014.7	49428917	49430692	+	NM_001663.2	382
cg20395940	6.45e-01	4.59e-01	-0.742087	-7.237339	-0.00125231	NC_000001.9	229180320	229181913	+	NM_022786.1	64801
cg17371067	6.45e-01	4.59e-01	0.742083	-7.237342	0.00065435	NC_000020.9	48239942	48242501	+	NM_005194.2	1051
cg12484193	6.45e-01	4.60e-01	-0.742067	-7.237354	-0.00702647	NC_000002.10	183651617	183651862	+	NM_080876.2	142679
cg05990214	6.45e-01	4.60e-01	-0.741947	-7.237443	-0.00454925	NC_000019.8	53813993	53814897	+	NM_020126.3	56848
cg08695223	6.46e-01	4.60e-01	-0.74185	-7.237515	-0.02479949	NC_000023.9	134895007	134896000	+	NM_006359.1	10479
cg26223987	6.46e-01	4.60e-01	0.741791	-7.237559	0.00119889	NC_000006.10	157720885	157723510	+	NM_024630.2	79683
cg09057265	6.46e-01	4.60e-01	0.741458	-7.237806	0.00255127	NC_000011.8	33751826	33753223	-	NM_033406.2	26273
cg17593391	6.46e-01	4.60e-01	0.741249	-7.237961	0.00412097	NC_000001.9	39097173	39098680	-	NM_022157.2	64121
cg25122941	6.46e-01	4.60e-01	0.741047	-7.238111	0.00097139	NC_000015.8	40287327	40288037	-	NM_015289.2	23339
cg04263186	6.46e-01	4.60e-01	0.741042	-7.238114	0.01375212	NC_000004.10	104859633	104860226	-	NM_001059.1	6870
cg18495563	6.46e-01	4.60e-01	-0.740901	-7.238219	-0.01281344	NC_000011.8	33016772	33018542	+	NM_018393.2	55346
cg12463550	6.46e-01	4.60e-01	0.740773	-7.238314	0.00701116	NC_000007.12	65216375	65217818	+	NM_014478.3	27297
cg15460516	6.46e-01	4.60e-01	0.740576	-7.23846	0.00242413	NC_000016.8	3009760	3011478	+	NM_016639.1	51330
cg08866753	6.46e-01	4.60e-01	0.740493	-7.238522	0.00111482	NC_000001.9	39813451	39815722	-	NM_003819.2	8761
cg20630207	6.46e-01	4.60e-01	-0.74049	-7.238524	-0.00534827	NC_000019.8	14500498	14502147	+	NM_138501.4	9524
cg19469297	6.46e-01	4.61e-01	0.740336	-7.238638	0.00153788	NC_000007.12	45117017	45118694	-	NM_199122.1	9238
cg20859470	6.47e-01	4.61e-01	-0.740113	-7.238803	-0.00183423	NC_000001.9	152229674	152230297	+	NM_001030.3	6232
cg18176813	6.47e-01	4.61e-01	-0.740078	-7.238829	-0.00194934	NC_000007.12	98843431	98845213	-	NM_014891.5	11333
cg18788872	6.47e-01	4.61e-01	0.739937	-7.238934	0.00096364	NC_000011.8	32561622	32562822	+	NM_006360.3	10480
cg07388493	6.47e-01	4.61e-01	0.739924	-7.238943	0.01942487					NM_004552.1	4725
cg17542495	6.47e-01	4.61e-01	0.739869	-7.238984	0.0141501	NC_000023.9	70359536	70359838	+	NM_000166.2	2705
cg25359581	6.47e-01	4.61e-01	-0.739564	-7.23921	-0.01265154	NC_000023.9	37591161	37592066	-	NM_006520.1	6990
cg07526069	6.47e-01	4.61e-01	-0.739552	-7.239219	-0.00151051	NC_000010.9	101180182	101181322	-	NM_002079.1	2805
cg24511869	6.47e-01	4.61e-01	-0.739497	-7.239259	-0.00978252					NM_006509.2	5971
cg24304712	6.47e-01	4.61e-01	0.739436	-7.239304	0.01018565	NC_000001.9	242690650	242692057	+	NM_173807.2	257044
cg10791955	6.47e-01	4.61e-01	0.739374	-7.239351	0.0006689	NC_000006.10	126349051	126349857	+	NM_021820.1	60487
cg11668512	6.47e-01	4.61e-01	0.73924	-7.23945	0.00584542					NM_015035.3	23051
cg09694403	6.47e-01	4.61e-01	0.739202	-7.239478	0.00152002	NC_000014.7	59701184	59702154	-	NM_016029.1	51635
cg10950297	6.47e-01	4.61e-01	-0.739095	-7.239557	-0.01912807	NC_000023.9	67965268	67967122	+	NM_004429.3	1947
cg23142900	6.47e-01	4.61e-01	-0.739074	-7.239573	-0.00428026	NC_000006.10	30983195	30984459	+	NM_001517.4	2968
cg26163537	6.47e-01	4.61e-01	-0.738843	-7.239743	-0.0112458	NC_000007.12	50827590	50829211	-	NM_005311.3	2887
cg23737055	6.47e-01	4.62e-01	-0.738712	-7.23984	-0.00223685	NC_000008.9	101640529	101641443	-	NM_198401.2	157567
cg17677842	6.47e-01	4.62e-01	0.738516	-7.239985	0.00293326	NC_000012.10	106678340	106679686	-	NM_012406.3	11108
cg26647600	6.47e-01	4.62e-01	0.738432	-7.240047	0.01383521					NM_005201.2	1237
cg05780311	6.47e-01	4.62e-01	0.738432	-7.240047	0.00072579	NC_000017.9	37680994	37682583	-	NM_012448.3	6777
cg20314325	6.48e-01	4.62e-01	-0.7383	-7.240144	-0.00097595	NC_000015.8	38673286	38674382	+	NM_170589.2	57082
cg00495442	6.48e-01	4.62e-01	-0.738177	-7.240235	-0.0090057	NC_000020.9	36534397	36535346	+	NM_020336.1	57148
cg25549230	6.48e-01	4.62e-01	0.738155	-7.240251	0.00251276	NC_000019.8	62482888	62484226	+	NM_006635.2	10794
cg07772309	6.48e-01	4.62e-01	0.738121	-7.240277	0.00584038	NC_000009.10	139472574	139473931	-	NM_015537.3	26012
cg13581941	6.48e-01	4.62e-01	-0.738084	-7.240304	-0.00066725	NC_000005.8	137576628	137577317	-	NM_004661.2	8697
cg09039698	6.48e-01	4.62e-01	0.737914	-7.24043	0.00253877	NC_000016.8	29913927	29915559	+	NM_173618.1	283899
cg03460527	6.48e-01	4.62e-01	0.737725	-7.240569	0.00521289	NC_000001.9	94778962	94780728	-	NM_001993.2	2152
cg02841933	6.48e-01	4.62e-01	-0.737421	-7.240794	-0.00085775	NC_000007.12	129037901	129039776	+	NM_005011.2	4899
cg24683061	6.48e-01	4.63e-01	-0.737079	-7.241046	-0.00709791	NC_000005.8	138705060	138706269	+	NM_016480.3	51247
cg18108237	6.48e-01	4.63e-01	0.73706	-7.24106	0.00112595	NC_000012.10	110607482	110609048	-	NM_006768.2	8315
cg24088751	6.48e-01	4.63e-01	-0.737051	-7.241066	-0.00331194	NC_000015.8	57736493	57737652	-	NM_004492.1	2958
cg20537325	6.48e-01	4.63e-01	-0.736989	-7.241112	-0.00867502	NC_000010.9	131238346	131238929	+	NT_008818.15	4255
cg23517664	6.48e-01	4.63e-01	-0.736868	-7.241202	-0.00074177	NC_000007.12	66097427	66098269	-	NM_016038.2	51119
cg08715837	6.48e-01	4.63e-01	0.736767	-7.241276	0.00484211	NC_000022.9	16973047	16974368	+	NM_018943.1	51807
cg10214058	6.48e-01	4.63e-01	-0.736766	-7.241277	-0.00603713	NC_000005.8	154217059	154218742	+	NM_004779.4	9337
cg10805447	6.48e-01	4.63e-01	0.736726	-7.241306	0.00137608	NC_000009.10	128606535	128607773	+	NM_014007.2	23099
cg10316381	6.49e-01	4.63e-01	0.736503	-7.241471	0.0078724	NC_000007.12	26297706	26298638	+	NM_013322.2	29887
cg11250058	6.49e-01	4.63e-01	0.736464	-7.2415	0.00634316	NC_000002.10	204107648	204108746	-	NM_203365.2	65059
cg08290212	6.49e-01	4.63e-01	0.73639	-7.241554	0.003711	NC_000011.8	62229945	62230894	+	NM_012202.1	2785
cg17877494	6.49e-01	4.63e-01	-0.736351	-7.241583	-0.00518925	NC_000003.10	38152955	38154281	-	NM_001607.2	30
cg14013300	6.49e-01	4.63e-01	0.736292	-7.241626	0.00788516	NC_000022.9	27525822	27526947	-	NM_005080.2	7494
cg09515805	6.49e-01	4.63e-01	0.736176	-7.241712	0.00394677	NC_000011.8	73786432	73787750	-	NM_173582.3	283209
cg01376672	6.49e-01	4.63e-01	0.736173	-7.241714	0.0009654	NC_000012.10	120274106	120275124	-	NM_016237.3	51433
cg01791232	6.49e-01	4.63e-01	-0.736069	-7.24179	-0.01037127	NC_000022.9	27798524	27800384	+	NM_032045.3	83999
cg27272402	6.49e-01	4.63e-01	-0.736031	-7.241819	-0.01135032					NM_080622.2	140701
cg10500167	6.49e-01	4.63e-01	0.735965	-7.241867	0.00593341					NM_001683.2	491
cg19401923	6.49e-01	4.63e-01	-0.735962	-7.241869	-0.0016108	NC_000002.10	75727145	75728107	+	NM_014763.2	9801
cg23706211	6.49e-01	4.63e-01	-0.73592	-7.2419	-0.01638569	NC_000001.9	109593320	109594459	+	NM_001408.1	1952
cg09242772	6.49e-01	4.63e-01	0.735809	-7.241982	0.00101404	NC_000018.8	75539789	75541988	+	NM_004715.3	9150
cg04062907	6.49e-01	4.63e-01	-0.735778	-7.242005	-0.0119841	NC_000012.10	109324444	109326448	-	NM_016238.1	51434
cg01585758	6.49e-01	4.63e-01	0.735656	-7.242095	0.00372523	NC_000002.10	202810699	202811877	-	NM_003352.4	7341
cg20451369	6.49e-01	4.63e-01	0.735582	-7.242149	0.00085513	NC_000010.9	81827967	81829212	+	NM_025125.2	80195
cg17194182	6.49e-01	4.63e-01	-0.735491	-7.242216	-0.00836944	NC_000007.12	100155958	100156762	+	NM_000799.2	2056
cg23698058	6.49e-01	4.64e-01	0.735469	-7.242233	0.00078183	NC_000001.9	84315639	84317024	+	NM_182948.2	5567
cg24480194	6.49e-01	4.64e-01	-0.735341	-7.242327	-0.0045939	NC_000022.9	36334263	36335402	+	NM_013365.3	26088
cg10226744	6.49e-01	4.64e-01	-0.735316	-7.242345	-0.00383006	NC_000022.9	44445990	44447294	+	NM_013236.2	25814
cg10115873	6.49e-01	4.64e-01	-0.735291	-7.242363	-0.01564629					NM_145174.1	150353
cg00836605	6.49e-01	4.64e-01	-0.735278	-7.242373	-0.00065443	NC_000007.12	28185482	28187256	-	NM_175061.2	221895
cg20084646	6.49e-01	4.64e-01	0.73521	-7.242423	0.00082935	NC_000019.8	13746077	13746879	+	NM_014047.1	28974
cg13510262	6.49e-01	4.64e-01	-0.735183	-7.242443	-0.00270735	NC_000012.10	52059897	52061295	+	NM_138473.2	6667
cg07857181	6.49e-01	4.64e-01	-0.73491	-7.242644	-0.00150571	NC_000006.10	43650901	43652163	+	NM_006502.1	5429
cg10315128	6.49e-01	4.64e-01	-0.734705	-7.242794	-0.00097552	NC_000018.8	46809872	46811425	+	NM_005359.3	4089
cg27235662	6.49e-01	4.64e-01	-0.734653	-7.242833	-0.01148192					NM_006580.2	10686
cg07011445	6.49e-01	4.64e-01	0.734279	-7.243108	0.00059013	NC_000010.9	123723777	123724979	-	NM_017615.1	54780
cg22007326	6.49e-01	4.64e-01	0.734231	-7.243143	0.0027645	NC_000012.10	122634040	122635782	+	NM_006815.2	10959
cg25282410	6.49e-01	4.64e-01	0.734194	-7.24317	0.00915143	NC_000006.10	160129299	160132269	+	NM_014161.2	29074
cg21206959	6.49e-01	4.64e-01	0.734178	-7.243182	0.00164133	NC_000010.9	57790661	57791388	-	NM_032997.2	11130
cg15846718	6.50e-01	4.64e-01	0.734075	-7.243258	0.00985981	NC_000006.10	76009834	76010496	-	NM_001865.2	1347
cg10324224	6.50e-01	4.64e-01	0.734045	-7.243279	0.01219907					NM_024525.2	79573
cg02376163	6.50e-01	4.64e-01	0.733977	-7.24333	0.00549257	NC_000005.8	147743361	147744002	+	NM_030793.3	81545
cg16224854	6.50e-01	4.64e-01	-0.733966	-7.243338	-0.00309635	NC_000009.10	129868842	129870820	+	NM_052901.2	114789
cg02388150	6.50e-01	4.64e-01	-0.73391	-7.243379	-0.01076523	NC_000008.9	41284820	41286784	-	NT_007995.14	6422
cg06831658	6.50e-01	4.65e-01	-0.733783	-7.243472	-0.00221915	NC_000012.10	92487620	92490276	+	NT_019546.15	8835
cg18088324	6.50e-01	4.65e-01	0.733624	-7.243589	0.00059702	NC_000009.10	130490422	130492852	+	NM_003011.1	6418
cg03243895	6.50e-01	4.65e-01	-0.733457	-7.243711	-0.00072725	NC_000009.10	130353933	130355455	+	NM_003127.1	6709
cg08107272	6.50e-01	4.65e-01	-0.733184	-7.243912	-0.00987875	NC_000002.10	79593028	79594091	+	NM_004389.2	1496
cg05158538	6.50e-01	4.65e-01	-0.733154	-7.243934	-0.00580491					NM_013261.2	10891
cg17127132	6.50e-01	4.65e-01	-0.733153	-7.243934	-0.00091509	NC_000002.10	85641775	85643236	-	NM_000821.3	2677
cg03522403	6.50e-01	4.65e-01	-0.733049	-7.244011	-0.00212027	NC_000020.9	47237151	47239171	-	NM_004602.1	6780
cg15819333	6.50e-01	4.65e-01	-0.732731	-7.244244	-0.00759345					NM_001861.2	1327
cg08015253	6.51e-01	4.65e-01	0.732389	-7.244495	0.00193043	NC_000018.8	32020303	32022257	+	NM_017947.1	55034
cg05341115	6.51e-01	4.65e-01	0.732322	-7.244544	0.01102728					NM_012269.1	23553
cg25126052	6.51e-01	4.65e-01	0.732277	-7.244577	0.00800286	NC_000011.8	77383134	77383880	-	NM_033547.3	92105
cg06577463	6.51e-01	4.65e-01	0.73223	-7.244611	0.0009599	NC_000017.9	75734657	75737371	-	NM_014740.2	9775
cg05261289	6.51e-01	4.66e-01	-0.732135	-7.244682	-0.00124901	NC_000002.10	96237397	96238728	-	NM_020151.2	56910
cg08466074	6.51e-01	4.66e-01	0.731635	-7.245047	0.00953543	NC_000011.8	16716363	16717373	+	NM_014267.3	10944
cg07628086	6.51e-01	4.66e-01	-0.731628	-7.245053	-0.00472635	NC_000017.9	30938186	30938966	+	NM_001282.2	163
cg00976054	6.51e-01	4.66e-01	-0.731592	-7.245079	-0.01183976	NC_000017.9	70553656	70555426	-	NM_006356.2	10476
cg01951308	6.51e-01	4.66e-01	-0.731577	-7.24509	-0.00169835	NC_000020.9	30328724	30329486	+	NM_004798.2	9371
cg07844572	6.51e-01	4.66e-01	-0.730976	-7.24553	-0.00252478	NC_000017.9	59257457	59259153	-	NM_017647.2	117246
cg16125615	6.51e-01	4.66e-01	-0.730956	-7.245544	-0.015553	NC_000019.8	5863891	5864147	+	NM_080590.1	828
cg00480356	6.52e-01	4.66e-01	-0.730846	-7.245625	-0.00770729	NC_000015.8	41879712	41880502	+	NM_016400.2	25764
cg20712430	6.52e-01	4.66e-01	-0.730797	-7.245661	-0.003397	NC_000016.8	2953580	2955402	+	NM_024507.2	79412
cg15442702	6.52e-01	4.66e-01	-0.730583	-7.245817	-0.00205713	NC_000005.8	176446178	176447232	+	NM_002011.3	2264
cg16421285	6.52e-01	4.67e-01	0.730427	-7.245932	0.01045103	NC_000019.8	52325640	52327194	+	NM_005500.1	10055
cg11172299	6.52e-01	4.67e-01	0.730122	-7.246154	0.00073699	NC_000014.7	92742656	92743777	+	NM_018108.2	55148
cg16653538	6.52e-01	4.67e-01	-0.729938	-7.246289	-0.00222517	NC_000012.10	99491132	99492103	+	NM_174942.1	283431
cg17661881	6.52e-01	4.67e-01	-0.729858	-7.246347	-0.00106875	NC_000001.9	224661771	224662711	-	NM_001618.2	142
cg17725461	6.52e-01	4.67e-01	0.729822	-7.246373	0.00155982	NC_000019.8	13977452	13979154	-	NM_002918.3	5989
cg10421561	6.52e-01	4.67e-01	-0.729733	-7.246438	-0.00138713	NC_000009.10	99784614	99787717	+	NM_006401.1	10541
cg04322978	6.52e-01	4.67e-01	0.729707	-7.246457	0.00443389	NC_000019.8	56561045	56562350	-	NM_001014763.1	2109
cg02755455	6.52e-01	4.67e-01	0.729495	-7.246613	0.01009334					NM_002227.1	3716
cg06444558	6.52e-01	4.67e-01	0.729451	-7.246645	0.00968439					NM_018492.2	55872
cg18699916	6.52e-01	4.67e-01	0.729435	-7.246656	0.01431656					NM_030652.1	80864
cg20923575	6.53e-01	4.67e-01	-0.729136	-7.246874	-0.00746848	NC_000017.9	53949987	53951320	-	NM_004687.3	9110
cg23020402	6.53e-01	4.67e-01	-0.729052	-7.246936	-0.0016017	NC_000006.10	24774415	24775637	-	NM_016614.2	51567
cg12592779	6.53e-01	4.68e-01	-0.728865	-7.247072	-0.00874	NC_000007.12	6712247	6713382	-	NM_016265.2	7559
cg25670376	6.53e-01	4.68e-01	-0.728801	-7.247119	-0.01315087					NM_017643.1	54799
cg06062132	6.53e-01	4.68e-01	0.728657	-7.247224	0.00810352	NC_000006.10	76367925	76369412	+	NM_015571.1	26054
cg19620294	6.53e-01	4.68e-01	-0.728508	-7.247332	-0.01403631	NC_000008.9	120033087	120033943	-	NM_002546.2	4982
cg14453641	6.53e-01	4.68e-01	-0.728504	-7.247336	-0.00602897	NC_000001.9	100087875	100088785	+	NM_000028.1	178
cg20420433	6.53e-01	4.68e-01	0.728472	-7.247359	0.00617187	NC_000007.12	156494626	156497364	-	NM_005515.2	3110
cg02491012	6.53e-01	4.68e-01	0.72832	-7.24747	0.01222825	NC_000016.8	28892911	28894468	+	NM_032038.1	83985
cg22610305	6.53e-01	4.68e-01	-0.728031	-7.247681	-0.00101357	NC_000008.9	141589313	141591808	+	NM_017444.3	54108
cg10829427	6.53e-01	4.68e-01	-0.727893	-7.247781	-0.00152727	NC_000003.10	9859540	9860936	-	NM_173659.2	285367
cg19548738	6.53e-01	4.68e-01	-0.727633	-7.24797	-0.00743681	NC_000007.12	143229484	143230473	-	NM_014719.1	9747
cg13230584	6.53e-01	4.68e-01	-0.727588	-7.248003	-0.00280424	NC_000007.12	142670674	142671166	+	NM_015917.1	373156
cg14747072	6.53e-01	4.68e-01	-0.727513	-7.248058	-0.01243969					NM_145064.1	246329
cg23739036	6.54e-01	4.68e-01	0.727406	-7.248136	0.00057052	NC_000001.9	2333235	2334668	-	NM_002617.3	5192
cg04108240	6.54e-01	4.69e-01	-0.727225	-7.248267	-0.00882004	NC_000007.12	23537186	23539238	-	NM_013293.2	29896
cg09058381	6.54e-01	4.69e-01	-0.727165	-7.248311	-0.01029659	NC_000003.10	15443407	15444789	+	NM_033083.5	85403
cg14924091	6.54e-01	4.69e-01	0.727144	-7.248326	0.00098713	NC_000015.8	38550206	38551588	+	NM_130468.2	113189
cg24178740	6.54e-01	4.69e-01	0.727043	-7.2484	0.01454245	NC_000002.10	219557927	219558922	-	NM_017521.2	54738
cg09765256	6.54e-01	4.69e-01	0.726997	-7.248433	0.00297621	NC_000016.8	30991704	30993739	-	NM_024706.3	79759
cg04350646	6.54e-01	4.69e-01	-0.726558	-7.248753	-0.00118256	NC_000007.12	42937837	42938887	-	NM_002787.3	5683
cg06905862	6.54e-01	4.69e-01	0.726485	-7.248806	0.00535918					NM_000391.2	1200
cg07974891	6.54e-01	4.69e-01	-0.726462	-7.248823	-0.01300796					NM_022334.2	9270
cg09299381	6.54e-01	4.69e-01	0.726446	-7.248834	0.00239728	NC_000022.9	37519498	37520307	-	NM_005740.2	10126
cg00973286	6.54e-01	4.69e-01	-0.72643	-7.248846	-0.00246985					NM_001065.2	7132
cg14892037	6.54e-01	4.69e-01	-0.7264	-7.248868	-0.01379566	NC_000023.9	70204337	70205519	-	NM_013346.2	29934
cg02025407	6.54e-01	4.69e-01	-0.726237	-7.248986	-0.00094044	NC_000020.9	5934304	5935496	+	NM_019095.3	54675
cg26147132	6.54e-01	4.69e-01	0.725975	-7.249176	0.00582249	NC_000017.9	23921883	23923096	-	NM_033198.2	94005
cg20803370	6.54e-01	4.69e-01	-0.725899	-7.249232	-0.00294849	NC_000001.9	159402295	159403660	+	NM_000309.2	5498
cg05477027	6.54e-01	4.69e-01	-0.725804	-7.249301	-0.00124207	NC_000019.8	50987229	50988310	-	NM_004943.1	1762
cg22068038	6.54e-01	4.69e-01	-0.725804	-7.249301	-0.00286283	NC_000015.8	63365498	63366710	-	NM_017851.4	54956
cg13948784	6.54e-01	4.69e-01	-0.725692	-7.249382	-0.00244736	NC_000002.10	102719276	102719986	-	NM_032718.2	84804
cg06809565	6.54e-01	4.69e-01	-0.725646	-7.249416	-0.0084894	NC_000023.9	152888395	152891833	+	NM_003492.1	8269
cg05699592	6.54e-01	4.69e-01	0.72564	-7.24942	0.00136742	NC_000003.10	48859383	48860564	-	NM_004157.2	5576
cg18963800	6.54e-01	4.69e-01	-0.72564	-7.24942	-0.00893993	NC_000010.9	38684978	38685687	+	NM_182829.1	158160
cg07656391	6.54e-01	4.69e-01	-0.725639	-7.249421	-0.00775109	NC_000002.10	32117803	32118685	-	NM_032574.2	84661
cg11400333	6.54e-01	4.70e-01	0.725574	-7.249468	0.00503893	NC_000011.8	65815542	65816574	+	NM_153266.2	256472
cg20010565	6.54e-01	4.70e-01	0.725452	-7.249557	0.00500721	NC_000002.10	200528019	200529212	-	NM_152382.1	129450
cg00213714	6.55e-01	4.70e-01	0.725285	-7.249678	0.00405766	NC_000009.10	118489047	118489861	+	NM_012210.2	22954
cg14832358	6.55e-01	4.70e-01	-0.725204	-7.249736	-0.00356746	NC_000002.10	45691190	45692196	-	NM_018079.3	55133
cg13849825	6.55e-01	4.70e-01	0.725149	-7.249776	0.00451399	NC_000005.8	68496958	68497756	+	NM_031966.2	891
cg06777274	6.55e-01	4.70e-01	0.725106	-7.249808	0.0018498	NC_000018.8	46658944	46660293	+	NM_002396.3	4200
cg22477592	6.55e-01	4.70e-01	0.724973	-7.249904	0.00397221	NC_000011.8	107597886	107599428	+	NM_000051.3	472
cg15572787	6.55e-01	4.70e-01	-0.724934	-7.249933	-0.00122389	NC_000022.9	21813730	21814817	-	NM_014433.2	27156
cg14372394	6.55e-01	4.70e-01	-0.72476	-7.250059	-0.00842784	NC_000002.10	100399843	100400840	-	NM_004854.3	9486
cg19917856	6.55e-01	4.70e-01	0.724716	-7.25009	0.02810235	NC_000019.8	44379312	44379898	+	NM_001001414.1	342897
cg08020381	6.55e-01	4.70e-01	0.724673	-7.250122	0.00180628	NC_000010.9	1083902	1085948	-	NM_004508.2	3422
cg14957086	6.55e-01	4.70e-01	-0.724606	-7.250171	-0.00654087	NC_000012.10	75795974	75796198	-	NM_001321.1	1466
cg02412050	6.55e-01	4.70e-01	0.724553	-7.250209	0.00099014	NC_000006.10	36102341	36104616	+	NM_139012.1	1432
cg16479674	6.55e-01	4.70e-01	-0.72452	-7.250233	-0.00126974	NC_000001.9	247098545	247100078	+	NM_024836.1	79894
cg25160554	6.55e-01	4.70e-01	-0.724508	-7.250241	-0.00884541	NC_000003.10	98965718	98966641	+	NM_177976.1	84100
cg22579849	6.55e-01	4.70e-01	0.724448	-7.250285	0.00177023	NC_000009.10	34609987	34610738	-	NM_024348.2	11258
cg18738906	6.55e-01	4.70e-01	-0.724321	-7.250377	-0.00534488	NC_000012.10	6353786	6354186	-	NM_001038.4	6337
cg12239750	6.55e-01	4.70e-01	0.724319	-7.250379	0.00073362	NC_000010.9	97405733	97406861	-	NM_002860.3	5832
cg08028004	6.55e-01	4.70e-01	-0.724258	-7.250423	-0.00745306	NC_000002.10	108701097	108703275	+	NM_006267.3	5903
cg10753582	6.55e-01	4.70e-01	-0.724135	-7.250512	-0.00122915	NC_000001.9	168310096	168310758	-	NM_014970.2	22920
cg21295467	6.55e-01	4.71e-01	0.723931	-7.25066	0.00703103	NC_000011.8	123491228	123491459	+	NM_198315.2	4013
cg09282338	6.55e-01	4.71e-01	0.723648	-7.250865	0.00256902	NC_000020.9	23278527	23280233	+	NM_013248.2	29107
cg03430998	6.55e-01	4.71e-01	0.723496	-7.250975	0.01041994					NM_003263.3	7096
cg14623518	6.55e-01	4.71e-01	0.723407	-7.25104	0.00249996	NC_000017.9	76622766	76624556	+	NM_006340.1	10458
cg21596317	6.56e-01	4.71e-01	0.723117	-7.25125	0.00555285	NC_000005.8	102229329	102229978	+	NM_138766.1	5066
cg00645224	6.56e-01	4.71e-01	-0.723104	-7.251259	-0.00154607	NC_000007.12	73904757	73906475	-	NM_173537.2	84163
cg15264273	6.56e-01	4.71e-01	-0.722999	-7.251335	-0.01421855					NM_194320.1	169841
cg01305547	6.56e-01	4.71e-01	-0.722975	-7.251352	-0.00809183	NC_000004.10	1863064	1863442	+	NM_014919.1	7468
cg09864712	6.56e-01	4.71e-01	-0.722698	-7.251552	-0.00139565	NC_000016.8	666628	667223	+	NM_003961.1	9028
cg03839341	6.56e-01	4.71e-01	-0.722634	-7.251599	-0.00102656	NC_000002.10	26109484	26111172	+	NM_016131.2	10890
cg14688956	6.56e-01	4.71e-01	0.722566	-7.251648	0.01290837					NM_002578.2	5063
cg08319238	6.56e-01	4.71e-01	-0.722417	-7.251756	-0.00735292	NC_000019.8	50003793	50004432	+	NM_005581.3	4059
cg12787624	6.56e-01	4.72e-01	0.722252	-7.251875	0.00297643	NC_000012.10	48963289	48963927	-	NM_016357.3	51474
cg18795395	6.56e-01	4.72e-01	-0.722217	-7.2519	-0.00440156	NC_000001.9	68070107	68072233	-	NM_018841.3	55970
cg22224704	6.56e-01	4.72e-01	0.72191	-7.252122	0.02176838	NC_000011.8	67106980	67108634	+	NM_000852.2	2950
cg11523020	6.57e-01	4.72e-01	0.721637	-7.252319	0.01894974	NC_000022.9	44059213	44059803	+	NM_006953.2	7380
cg12259256	6.57e-01	4.72e-01	-0.721575	-7.252364	-0.00676379	NC_000017.9	39447138	39448118	-	NM_032376.2	84336
cg26102760	6.57e-01	4.72e-01	0.721518	-7.252406	0.00121408	NC_000002.10	241736856	241739159	-	NM_015148.2	23178
cg21144587	6.57e-01	4.72e-01	-0.721409	-7.252484	-0.00340691	NC_000002.10	27704741	27705839	+	NM_007266.1	11321
